title,registration_number,registration_date,language,periodicity,publisher,owner,publication_state,publication_district
AADIKAAL,DLHIN/25/A5358,2025-12-30,Hindi,Daily,SUSHILA SHUKLA,SUSHILA SHUKLA,Delhi,New Delhi
AADIM JANSANGRAM,MAHMAR/2015/66090,2016-02-10,Marathi,Weekly,RAMESH SAMBHAJI PARCHAKE,RAMESH SAMBHAJI PARCHAKE,Maharashtra,Thane
AADINAGALU,KARKAN/2017/73966,2017-11-24,Kannada,Monthly,V.K. BHANU PRAKASH,V.K. BHANU PRAKASH,Karnataka,Bengaluru
AADINATH MEDIA,RJHIN/25/A5439,2025-12-31,Hindi,Fortnightly,Manoj Kumar Jain,Manoj Kumar Jain,Rajasthan,Jaipur
AADINATH NEWS,GUJGUJ/2011/39882,2011-12-08,Gujarati,Weekly,MEHTA PRAVINKUMAR DAHYALAL,MEHTA PRAVINKUMAR DAHYALAL,Gujarat,Mahesana
AADISHESH WRUTTA,MPHIN/26/A0857,2026-01-30,Hindi,Weekly,Sagar Gaikwad,Sagar Gaikwad,Madhya Pradesh,Indore
AADITYA ALOK,MPHIN/2011/52486,2013-10-09,Hindi,Weekly,MAMTA KAILASH,MAMTA KAILASH,Madhya Pradesh,Bhopal
AADITYA TIMES,UPHIN/2003/11475,2003-12-19,Hindi,Weekly,ADITYA NARAYAN TRIPATHI,ADITYA NARAYAN TRIPATHI,Uttar Pradesh,Ambedkar Nagar
AADITYA TIMES,UPHIN/2013/50077,2013-06-05,Hindi,Daily,ADITYA NARAYAN TRIPATHI,ADITYA NARAYAN TRIPATHI,Uttar Pradesh,Ambedkar Nagar
AADITYA VICHAAR,MPHIN/26/A2226,2026-04-06,Hindi,Daily,RAVINA SHARMA,RAVINA SHARMA,Madhya Pradesh,Sheopur
AADIVAASI GONTUKA,APTEL/2012/45762,2012-10-15,Telugu,Quarterly,VATTAM UPENDER,VATTAM UPENDER,Andhra Pradesh,Warangal
AADIVASI VRUTTADARSHAN,MAHMAR/2000/05556,2001-12-27,Marathi,Weekly,ARJUNSING DIWANSING VASAVE,AJIT D.VASAVE,Maharashtra,Nandurbar
AADIWARTA,MPHIN/2007/21772,2007-11-26,Hindi,Bimonthly (Once in two months),SMT. LAXMIKANTA,LAXMIKANTA,Madhya Pradesh,Bhopal
AADIWASI DAHAD,MAHBIL/2021/80675,2021-12-28,"Marathi, Hindi",Weekly,ARJUN SUKHADEV YUVANATE,ARJUN SUKHADEV YUVANATE,Maharashtra,Amravati
AADLI KUSHLI,UTTKUM/2017/78922,2020-09-29,English,Monthly,SARASWATI DEVI,SARASWATI DEVI,Uttarakhand,Pithoragarh
AADRSH KISAN,RAJHIN/2016/76799,2019-01-30,Hindi,Fortnightly,PARAS GARG,PARAS GARG,Rajasthan,Hanumangarh
AADUKALAM SPORTSTAR,TNTAM/26/A1864,2026-03-23,Tamil,Monthly,MICHAEL MEDONA S,AADUKALAM SPORTS PRIVATE LIMITED,Tamil Nadu,Thiruvallur
AADYAA,ODIODI/2002/10767,2003-09-18,Oriya,Fortnightly,SANJAY KR. MOHAPATRA,SANJAY KR. MOHAPATRA,Odisha,Khordha
AAFAT,28301,1975-12-05,Hindi,Weekly,MOHAN PRASAD,MOHAN PRASAD,Bihar,Bhagalpur
AAFAT AUR RAHAT,UPHIN/2013/52909,2013-11-01,Hindi,Weekly,NALINI SINGH,NALINI SINGH,Uttar Pradesh,Lucknow
AAFTABE KUDRAT,MPHIN/26/A4795,2026-06-08,Hindi,Fortnightly,Reshma,Reshma,Madhya Pradesh,Bhopal
AAFTABE KUDRAT,MPHIN/2021/82994,2022-12-12,Hindi,Quarterly,RESHMA,RESHMA,Madhya Pradesh,Bhopal
AAFTABE KUDRAT,MPHIN/26/A4794,2026-06-08,Hindi,Bimonthly (Once in two months),Reshma,Reshma,Madhya Pradesh,Bhopal
AAFTABE KUDRAT,MPHIN/26/A4800,2026-06-08,Hindi,Monthly,Reshma,Reshma,Madhya Pradesh,Bhopal
AAG,MAHURD/2014/58673,2014-11-29,Urdu,Daily,AEJAZ NASIR MIRZA,TRUE MEDIA INDIAN COMMUNICATION LTD.,Maharashtra,Mumbai
AAG,UPURD/2010/35463,2011-01-27,Urdu,Daily,MOHD. HYDER MEHDI ALI,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Gorakhpur
AAG,UPURD/2010/34811,2010-12-16,Urdu,Daily,FAHEEM WIQAR,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Azamgarh
AAG,UPURD/2010/35354,2011-01-20,Urdu,Daily,FAHEEM WIQAR,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Faizabad
AAG,40679,2014-11-08,Hindi,Monthly,SUJATA GUPTA,SUJATA GUPTA,Delhi,New Delhi
AAG,DELURD/2015/60426,2015-02-24,Urdu,Daily,PRABHAT DEWAN,TRUE MEDIA INDIAN COMMUNICATION LTD.,Delhi,New Delhi
AAG,9575,2010-06-09,Urdu,Daily,FAHEEM WIQAR,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Lucknow
AAG,UPURD/2010/34813,2010-12-16,Urdu,Daily,FAHEEM WIQAR,TRUE MEDIA INDIAN COMMUNICATION LTD.,Uttar Pradesh,Kanpur Nagar
AAG AUR JAWALA,22286,1971-07-03,Hindi,Weekly,PUSHAPRAJ SHARMA,JYOTI NEWSPAPERS AGENCY,Madhya Pradesh,Ujjain
AAG AUR SHOLEY,UPURD/2009/27386,2009-05-18,Urdu,Daily,AFROZ MUJTABA,AFROZ MUJTABA,Uttar Pradesh,Lucknow
AAG KA GOLA,MPHIN/2022/82455,2022-10-21,Hindi,Monthly,MAMTA RAY,MAMTA RAY,Madhya Pradesh,Bhopal
AAGAAZ TIMES,UPHIN/2009/28569,2013-06-03,Hindi,Weekly,FALAK KHAN,FALAK KHAN,Uttar Pradesh,Lucknow
AAGAAZ TIMES,UPHIN/26/A3493,2026-05-12,Hindi,Monthly,Falak,Falak,Uttar Pradesh,Lucknow
AAGAAZ-E-MALVA,MPHIN/2009/39427,2011-11-03,Hindi,Weekly,SANJAY SISODIYA,SANJAY SISODIYA,Madhya Pradesh,Dhar
AAGAAZ-E-MALVA,MPHIN/2022/86085,2024-01-11,Hindi,Weekly,SANJAY SISODIYA,SANJAY SISODIYA,Madhya Pradesh,Bhopal
AAGAJ A KRANTI,MPHIN/2011/45844,2012-10-25,Hindi,Fortnightly,KAPIL SHARMA,KAPIL SHARMA,Madhya Pradesh,Gwalior
AAGAJ E KALAM,MPHIN/2013/50120,2013-06-03,Hindi,Weekly,CHANDRAKANT TRIPATHI,CHANDRAKANT TRIPATHI,Madhya Pradesh,Gwalior
AAGAJ KI AAWAJ,RAJHIN/2013/54948,2014-03-13,Hindi,Fortnightly,OM PRAKASH NAJWANI,OM PRAKASH NAJWANI,Rajasthan,Ajmer
AAGAM NEWS,MPHIN/26/A5660,2026-07-02,Hindi,Quarterly,Swapnil Jain,Swapnil Jain,Madhya Pradesh,Ujjain
AAGAM PATH,25644,1974-03-21,Hindi,Monthly,VINOD KUMAR JAIN,VINOD KUMAR JAIN,Delhi,New Delhi
AAGAMANAM,KERMAL/2015/70057,2017-01-19,Malayalam,Daily,AMJAD S.,AMJAD S.,Kerala,Alappuzha
AAGAMEE PROPAGANDA,MPHIN/2011/38042,2011-06-27,Hindi,Daily,S.M. RAFI,S.M. RAFI,Madhya Pradesh,Bhopal
AAGAMEE PROPAGANDA,CHHHIN/2012/43839,2012-07-09,Hindi,Daily,S.M. RAFI,S.M. RAFI,Chhattisgarh,Raipur
AAGAMI KALI,ODIODI/2012/46520,2012-11-22,Oriya,Daily,SMT. BAIJAYANTI MALA DAS,BAIJAYANTI MALA DAS,Odisha,Khordha
AAGAR KE MANJHDHAR,CHHHIN/2013/55293,2014-04-15,Hindi,Fortnightly,RAKESH SHUKLA,RAKESH SHUKLA,Chhattisgarh,Mungeli
AAGAR MALWA KI DHAR,MPHIN/2021/82867,2022-11-22,Hindi,Quarterly,KARISHMA MAHAWAR,KARISHMA MAHAWAR,Madhya Pradesh,Bhopal
AAGAR SAGAR,MAHMAR/2021/81274,2022-03-25,Marathi,Quarterly,HITESH PANDURANG MADHAVI,HITESH PANDURANG MADHAVI,Maharashtra,Mumbai
AAGARI RANG,MAHMAR/2011/71295,2017-05-01,Marathi,Weekly,DUSHANT HARESHWAR BHOIR,DUSHANT HARESHWAR BHOIR,Maharashtra,Thane
AAGAVI PAHCHAN,GUJGUJ/2013/51930,2014-04-04,Gujarati,Monthly,KIRTIBEN VINODCHANDRA JAYSWAL,KIRTIBEN VINODCHANDRA JAYSWAL,Gujarat,Kheda
AAGAZ,UPHIN/2006/20053,2007-06-07,Hindi,Weekly,MEENA DIXIT,MEENA DIXIT,Uttar Pradesh,Lucknow
AAGAZ AUR ANJAM,43119,1984-08-29,Urdu,Daily,MOAZZAM HAIDARI,MOAZZAM HAIDARI,Bihar,Patna
AAGAZ E WATAN,UPURD/2015/64684,2015-11-09,Urdu,Daily,MOHD. ANWARUL HAQ,MOHD. ANWARUL HAQ,Uttar Pradesh,Lucknow
AAGAZ INDIA,MPHIN/2012/43832,2012-07-09,Hindi,Weekly,NITIN DIWEDI,NITIN DIWEDI,Madhya Pradesh,Indore
AAGAZ TIMES,MAHMAR/2016/66838,2016-05-14,Marathi,Weekly,AASHA SUNIL PATIL,AASHA SUNIL PATIL,Maharashtra,Jalgaon
AAGE BADNA HAI,MPHIN/2006/26671,2009-01-02,Hindi,Monthly,MANOJ SAXSENA,MANOJ SAXSENA,Madhya Pradesh,Bhopal
AAGE BADNA HAI,MPHIN/2021/82519,2022-10-21,Hindi,Weekly,MANOJ SAXSENA,MANOJ SAXSENA,Madhya Pradesh,Bhopal
AAGE KADAM,10030,1964-10-20,Urdu,Weekly,CHAMAN LAL KAPUR,,Punjab,Jalandhar
AAGE KI RANNITI,UAHIN/26/A5403,2026-06-22,Hindi,Weekly,HEEMA DEVI,HEEMA DEVI,Uttarakhand,Dehradun
AAGE KI SOCH,GJGUJ/25/A4624,2025-12-03,Gujarati,Weekly,patel tejalben chetankumar,patel tejalben chetankumar,Gujarat,Mahesana
AAGNEYAM,KARMAL/2006/17985,2006-12-21,Malayalam,Monthly,ANUMOL K.M.,ANUMOL K.M.,Karnataka,Bengaluru Rural
AAGOSH E KHABAR,MPHIN/2012/47072,2012-12-18,Hindi,Weekly,Saba Khan,saba khan,Madhya Pradesh,Bhopal
AAGVU GUJARAT,GUJGUJ/2012/46769,2012-12-05,Gujarati,Daily,ASHOK KUMAR KANTILAL JAMBUKIYA,ASHOK KUMAR KANTILAL JAMBUKIYA,Gujarat,Ahmedabad
AAHAR WAYS,UPBIL/2007/19998,2007-06-05,BILINGUAL,Monthly,SACHIN BHUTANI,SACHIN BHUTANI,Uttar Pradesh,Ghaziabad
AAI SAHEB,MAHMAR/2005/15252,2005-09-13,Marathi,Weekly,SAMSHER MAHEMOOD PATHAN,SAMSHER MAHEMOOD PATHAN,Maharashtra,Chhatrapati Sambhaji Nagar
AAIN ADHIKAR,ODIODI/2017/73824,2017-11-15,Oriya,Monthly,B.B. CHAMPATIRAY,B.B.CHAMPATIRAY,Odisha,Khordha
AAINA,68674,1998-07-07,Oriya,Monthly,KHETRABASI SAHOO,KHETRABASI SAHOO,Odisha,Cuttack
AAINA BASTI KA,UPHIN/2009/31216,2010-03-05,Hindi,Weekly,RAJPRAKASH,RAJPRAKASH,Uttar Pradesh,Basti
AAINA E AWADH,UPURD/2014/61013,2015-03-30,Urdu,Weekly,JAGDISH KUMAR MAURYA,JAGDISH KUMAR MAURYA,Uttar Pradesh,Lucknow
AAINA E AWADH,UPURD/2015/63729,2015-08-11,Urdu,Daily,JAGDISH KUMAR MAURYA,JAGDISH KUMAR MAURYA,Uttar Pradesh,Lucknow
AAINA E HIND,UPHIN/2009/27789,2009-05-20,Hindi,Weekly,MOHD. RIYAZ,MOHD. RIYAZ,Uttar Pradesh,Moradabad
AAINA E SAMAJ VA SIYASAT,MAHURD/2016/67127,2016-05-31,Urdu,Weekly,MUHAMMED ABDUL WAHAB SIDDIQUI,MUHAMMED ABDUL WAHAB SIDDIQUI,Maharashtra,Thane
AAINA E URDU SAHAFAT,UPBIL/2015/65443,2016-01-04,"Hindi, Urdu",Annual,MURTAZA IQBAL,MURTAZA IQBAL,Uttar Pradesh,Moradabad
AAINA EXPRESS,UPHIN/26/A3047,2026-04-30,Hindi,Daily,Ravi Prakash Singh,Ravi Prakash Singh,Uttar Pradesh,Lucknow
AAINA EXPRESS,UPURD/2013/54145,2014-01-23,Urdu,Daily,RAVI PRAKASH SINGH,RAVI PRAKASH SINGH,Uttar Pradesh,Lucknow
AAINA EXPRESS,UPENG/2023/87669,2024-06-26,ENGLISH,Daily,RAVI PRAKASH SINGH,RAVI PRAKASH SINGH,Uttar Pradesh,Lucknow
AAINA EXPRESS,UPURD/2023/87700,2024-06-27,URDU,Daily,RAVI PRAKASH SINGH,RAVI PRAKASH SINGH,Uttar Pradesh,
AAINA JIBONOR,ASSASS/2019/79185,2020-12-14,Assamese,Monthly,BHABESH CHANDRA DEKA,PRIDE EAST ENTERTAINMENTS PRIVATE LIMITED,Assam,Kamrup Metropolitan
AAINA KANPUR,UPBIL/2012/47257,2013-01-03,"Hindi, Urdu",Weekly,ASIF ZAMANAT,ASIF ZAMANAT,Uttar Pradesh,Kanpur Nagar
AAINA KANPUR,UPENG/2013/50205,2013-06-07,English,Monthly,ASIF ZAMANAT,ASIF ZAMANAT,Uttar Pradesh,Kanpur Nagar
AAINA LOOK,UPHIN/2007/22969,2008-02-18,Hindi,Fortnightly,SANJEEV KUMAR YADAV,SANJEEV KUMAR YADAV,Uttar Pradesh,Bijnor
AAINA MAZAHIR ULOOM,UPURD/26/A4641,2026-06-04,Urdu,Monthly,Muhammad Badran Saeedi,Muhammad Badran Saeedi,Uttar Pradesh,Saharanpur
AAINA NANHI TULIKA,BIHHIN/2010/34319,2010-11-16,Hindi,Monthly,SANJAY SHASHWAT,SANJAY SHASHWAT,Bihar,Bhojpur
AAINA POST,UPHIN/2009/32665,2010-06-16,Hindi,Monthly,MOHD. FARHAN,MOHD. FARHAN,Uttar Pradesh,Prayagraj
AAINA SAMASTIPUR,BIHHIN/2015/65499,2016-01-08,Hindi,Monthly,SANJEEV KUMAR SINGH,SANJEEV KUMAR SINGH,Bihar,Samastipur
AAINA THE VISION,RAJHIN/2014/57087,2014-09-10,Hindi,Fortnightly,SURESH KUMAR KHATNAWALIA,SURESH KUMAR KHATNAWALIA,Rajasthan,Jodhpur
AAINA VACHARON KA,MPHIN/2011/38775,2011-09-05,Hindi,Monthly,DEEPENDRA KAUSHAL,DEEPENDRA KAUSHAL,Madhya Pradesh,Bhopal
AAINA-E- HAQ,DELURD/2001/03171,2000-03-30,Urdu,Monthly,MOHD. FAROOQ,MOHD. FAROOQ,Delhi,New Delhi
AAINA-E-MULK,UPURD/2010/32044,2010-04-26,Urdu,Daily,SHABINA KHATOON,SHABINA KHATOON,Uttar Pradesh,Prayagraj
AAINA-E-MULK,UPURD/2009/27844,2009-05-21,Urdu,Weekly,SHABINA KHATOON,SHABINA KHATOON,Uttar Pradesh,Prayagraj
AAIRA TODAY,MPHIN/2021/88116,2024-07-22,HINDI,Weekly,AKBAR KHAN,AKBAR KHAN,Madhya Pradesh,Bhopal
AAISA UZMA,70868,1999-06-10,Urdu,Weekly,QAJI  OBEAURDUR RAHMAN,QAZI OBEDURRAHMAN,Uttar Pradesh,Kushinagar
AAISA UZMA,UPURD/2011/45481,2012-10-03,Urdu,Daily,QAZI OBAIDUR RAHMAN,QAZI OBEDURRAHMAN,Uttar Pradesh,Kushinagar
AAJ,59741,1990-09-03,Hindi,Daily,JITENDRA KUMAR SINGH,GYANMANDAL LIMITED,Uttar Pradesh,Prayagraj
AAJ,UTTHIN/2010/35949,2011-02-28,Hindi,Daily,SURESH SINGH,JNANAMANDAL LTD.,Uttarakhand,Nainital
AAJ,33443,1991-06-11,Hindi,Daily,SHEO SHANKAR DUBEY,JNANAMANDAL LTD.,Bihar,Patna
AAJ,48981,1989-01-27,Hindi,Daily,RATNESHWAR PRASAD,JNANAMANDAL LTD.,Jharkhand,Purbi Singhbhum
AAJ,2026,1957-03-04,Hindi,Daily,SHASHIKANT TRIPATHI,GYANMANDAL LTD.,Uttar Pradesh,Varanasi
AAJ,44305,1985-01-01,Hindi,Daily,RATNESHWAR PRASAD,JNANAMANDAL LTD,Bihar,Ranchi
AAJ,38710,1997-06-23,Hindi,Daily,AKHILESH CHAND,JNANA MANDAL LTD.,Uttar Pradesh,Gorakhpur
AAJ,59736,1995-01-01,Hindi,Daily,,,,
AAJ,51068,2005-12-12,Hindi,Daily,SURESH SINGH,GYANMANDAL LTD.,Uttar Pradesh,Bareilly
AAJ,46142,1987-05-12,Hindi,Daily,RAM AVATAR YADAV,"JNANAMANDAL LTD, AGRA",Uttar Pradesh,Agra
AAJ,26521,1975-09-23,Hindi,Daily,RAM AVATAR YADAV,JNANAMANDAL LTD.,Uttar Pradesh,Kanpur Nagar
AAJ BIKEL,WBBEN/2014/65433,2016-01-04,Bengali,Daily,KUMARESH HALDER,KUMARESH HALDER,West Bengal,North 24 Parganas
AAJ BUNDELKHAND,UPHIN/2012/44452,2012-08-02,Hindi,Weekly,CHAU K.L. YADAV,CH. K.L. YADAV,Uttar Pradesh,Jalaun
AAJ ESTATE,DELENG/2021/91066,2025-07-16,English,Weekly,DEVINDER BAISOYA,DEVINDER BAISOYA,Delhi,New Delhi
AAJ EXPRESS,MPHIN/2008/27258,2009-03-23,Hindi,Daily,IMRAN AHMED,IMRAN AHMED,Madhya Pradesh,Bhopal
AAJ JAIPUR,RAJHIN/2010/35263,2013-06-20,Hindi,Daily,SUNIL KUMAR SHARMA,AVI NEWSPRINT MEDIA PVT. LTD.,Rajasthan,Jaipur
AAJ KA A.P.,APURD/2010/37199,2011-05-13,Urdu,Daily,SYED KARRAR ALI KHAN,SYED KARRAR ALI KHAN,Andhra Pradesh,Hyderabad
AAJ KA A.P.,APENG/2009/29343,2009-10-29,English,Fortnightly,SYED KARRAR ALI KHAN,SYED KARRAR ALI KHAN,Andhra Pradesh,Hyderabad
AAJ KA AACHARAN,MPHIN/2014/57033,2014-09-08,Hindi,Daily,CHANDRAKANT TRIPATHI,CHANDRA KANT TRIPATHI,Madhya Pradesh,Gwalior
AAJ KA AAINA,HARHIN/2007/21697,2007-11-06,HINDI,Weekly,SURESH MALIK,SURESH MALIK,Haryana,Panipat
AAJ KA AAKLAN,MPHIN/2013/52557,2013-10-11,Hindi,Monthly,NEELIMA NAMDEV,NEELIMA NAMDEV,Madhya Pradesh,Bhopal
AAJ KA AAKLAN,MPHIN/2017/75263,2018-05-30,Hindi,Daily,NEELIMA NAMDEV,NEELIMA NAMDEV,Madhya Pradesh,Bhopal
AAJ KA AAKLAN,MPHIN/2018/77034,2019-03-18,Hindi,Weekly,NEELIMA NAMDEV,NEELIMA NAMDEV,Madhya Pradesh,Bhopal
AAJ KA AAKLAN,MPHIN/2018/77141,2019-04-08,Hindi,Quarterly,NEELIMA NAMDEV,NEELIMA NAMDEV,Madhya Pradesh,Bhopal
AAJ KA AALAP,CTHIN/25/A2713,2025-09-19,Hindi,Daily,KUMARI RINKI SONI,KUMARI RINKI SONI,Chhattisgarh,Surguja
AAJ KA AALAP,CHHHIN/2014/57598,2014-10-09,Hindi,Daily,KUMARI RINKI SONI,KUMARI RINKI SONI,Chhattisgarh,Raipur
AAJ KA AARADHYA,RAJHIN/2018/78179,2019-11-25,Hindi,Monthly,OM PRAKASH SHARMA,OM PRAKASH SHARMA,Rajasthan,Sikar
AAJ KA AATANK,UPHIN/2009/29998,2009-12-11,Hindi,Daily,DILIP CHANDRA PANDEY,DILIP CHANDRA PANDEY,Uttar Pradesh,Basti
AAJ KA ABHIMANYU,MPHIN/2011/40801,2013-12-24,Hindi,Weekly,RAJEEV SRIVASTAVA,M/S. RAAS PUBLICATION PVT. LTD.,Madhya Pradesh,Indore
AAJ KA ADHYAYAN,62936,1996-01-03,Hindi,Quarterly,PRADEEP KUMAR,PRADEEP KUMAR,Uttar Pradesh,Bareilly
AAJ KA ADITYA,UTTHIN/2012/42938,2012-06-15,Hindi,Weekly,SUNITA MISHRA,SUNITA MISHRA,Uttarakhand,Tehri Garhwal
AAJ KA ADITYA,UTTHIN/2009/30568,2010-01-22,Hindi,Weekly,SUNITA MISHRA,SUNITA MISHRA,Uttarakhand,Dehradun
AAJ KA AKOLA,MAHHIN/2022/84214,2023-05-11,Hindi,Weekly,JAGDISH ARUN MAGAR,JAGDISH ARUN MAGAR,Maharashtra,Akola
AAJ KA ANAND,MAHHIN/2008/31252,2010-03-05,Hindi,Daily,ANAND SHYAM AGARWAL,AAJ KA ANAND PAPERS LTD,Maharashtra,Mumbai
AAJ KA ANAND,32038,1979-11-19,Hindi,Daily,ANAND SHYAM AGARWAL,AAJ KA ANAND PAPERS LTD,Maharashtra,Pune
AAJ KA ANNADATA,MPBIL/2017/77138,2019-04-08,"English, HINDI",Monthly,JAYPRAKASH SHUKLA,JAY PRAKASH SHUKLA,Madhya Pradesh,Ratlam
AAJ KA ANUBHAV,CHHHIN/2012/44265,2012-07-26,Hindi,Monthly,UMESH TRIPATHI,UMESH TRIPATHI,Chhattisgarh,Raipur
AAJ KA ANUBHAV,MPHIN/1999/00365,2000-02-18,Hindi,Weekly,UMESH TRIPATHI,UMESH TRIPATHI,Madhya Pradesh,Bhopal
AAJ KA APRADH,UPHIN/2009/30902,2010-02-11,Hindi,Weekly,SYED ASIF,SYED ASIF,Uttar Pradesh,Gorakhpur
AAJ KA ARJUN,UTTHIN/2006/16549,2006-05-10,Hindi,Weekly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Haridwar
AAJ KA ARJUN,UTTHIN/2012/41040,2012-08-30,Hindi,Weekly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Udham Singh Nagar
AAJ KA ARJUN,59527,2010-11-12,Hindi,Weekly,RUDRESH FAUJI,RUDRESH FAUJI,Uttar Pradesh,Muzaffarnagar
AAJ KA ARJUN,UTTHIN/2010/36694,2011-05-24,Hindi,Fortnightly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Haridwar
AAJ KA ARJUN,UTTHIN/2006/19040,2007-04-10,Hindi,Weekly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Dehradun
AAJ KA ARJUN,UPHIN/2012/46803,2012-12-05,Hindi,Daily,RAJNEESH KUMAR GAUTAM,RUDRESH FAUJI,Uttar Pradesh,Muzaffarnagar
AAJ KA ARJUN,UTTURD/2011/41039,2012-03-07,Urdu,Fortnightly,RUDRESH FAUJI,RUDRESH FAUJI,Uttarakhand,Haridwar
AAJ KA BHARAT,GUJGUJ/2013/54036,2014-01-20,Gujarati,Fortnightly,VINODKUMAR SHIVBAHADUR UPADHYAY,VINODKUMAR SHIVBAHADUR UPADHYAY,Gujarat,Navsari
AAJ KA BHAROSA,UPHIN/2016/67351,2016-06-06,Hindi,Weekly,AMIT GUPTA,AMIT GUPTA,Uttar Pradesh,Bijnor
AAJ KA BHED,UPHIN/2006/19792,2014-04-11,Hindi,Daily,SUSHIL KUMAR AWASTHI,SUSHIL KUMAR AWASTHI,Uttar Pradesh,Lucknow
AAJ KA BHOPAL,MPHIN/2013/52719,2013-10-23,Hindi,Monthly,SHRIKANT AGRAWAL,SHRIKANT AGARWAL,Madhya Pradesh,Bhopal
AAJ KA BULLETIN,UPHIN/2011/39715,2011-11-22,HINDI,Weekly,ADITYA MAHESHWARI,ADITYA MAHESHWARI,Uttar Pradesh,Meerut
AAJ KA BULLETIN,UPHIN/2013/51210,2013-07-31,HINDI,Daily,ADITYA MAHESHWARI,ADITYA MAHESHWARI,Uttar Pradesh,Meerut
AAJ KA BULLETIN,UPHIN/2023/90994,2025-06-19,Hindi,Daily,ADITYA MAHESHWARI,ADITYA MAHESHWARI,Uttar Pradesh,Hapur
AAJ KA CHAUPAL,UPHIN/2014/58642,2014-11-28,Hindi,Daily,DINESH CHANDRA DWIVEDI,DINESH CHANDRA DWIVEDI,Uttar Pradesh,Fatehpur
AAJ KA CRIME,GUJGUJ/2014/57740,2014-10-15,Gujarati,Weekly,DUBAL HIREN KANAIYALAL,DUBAL HIREN KANAIYALAL,Gujarat,Surendranagar
AAJ KA DAHAKTA SURAJ,UPHIN/2016/69219,2016-11-09,Hindi,Weekly,MANGLESH SINGH,MANGLESH SINGH,Uttar Pradesh,Bijnor
AAJ KA DARSHAN,MPHIN/2008/24071,2008-05-26,Hindi,Weekly,NARAYANDAS VAISHNAV,NARAYAN DAS VAISHNAV,Madhya Pradesh,Bhopal
AAJ KA DAUR,MAHHIN/2000/06614,2002-05-14,Hindi,Fortnightly,SHYAM SUNDER SHARMA,SHYAM SUNDER SHARMA,Maharashtra,Mumbai
AAJ KA DAUR,MAHHIN/2013/53504,2013-12-12,Hindi,Daily,REENA SUBHASH PASSI,SHYAM SUNDER SHARMA,Maharashtra,Mumbai
AAJ KA DEHAJ,46291,2005-12-12,Hindi,Fortnightly,SITARAM SHARMA,SITARAM SHARMA,Rajasthan,Jaipur
AAJ KA DIN,CHHHIN/2015/69653,2016-12-16,Hindi,Fortnightly,VIDYANAND THAKUR,VIDYANAND THAKUR,Chhattisgarh,Raipur
AAJ KA DIN,CHHHIN/2017/72472,2017-07-11,Hindi,Daily,VIDYANAND THAKUR,VIDYANAND THAKUR,Chhattisgarh,Raigarh
AAJ KA DON,MPBIL/2009/28934,2009-09-14,"English, HINDI",Weekly,RAVI YADAV,RAVI YADAV,Madhya Pradesh,Indore
AAJ KA DOOT,MPHIN/2013/53943,2014-01-13,Hindi,Weekly,HIMANI DANDOTOYA,HIMANI DANDOTOYA,Madhya Pradesh,Gwalior
AAJ KA DOR,MPHIN/2012/42186,2012-05-15,Hindi,Daily,AFREEN KHAN,AFREEN KHAN,Madhya Pradesh,Bhopal
AAJ KA FAISLA,UTTHIN/2023/86591,2024-02-29,Hindi,Fortnightly,KAJAL,KAJAL,Uttarakhand,Udham Singh Nagar
AAJ KA FOCUS,UPHIN/2004/13200,2004-09-20,Hindi,Monthly,PUSHPA PRASAD,PUSHPA PRASAD,Uttar Pradesh,Lucknow
AAJ KA GAURAV,MPHIN/26/A2404,2026-04-10,Hindi,Monthly,Heeralal,Heeralal,Madhya Pradesh,Bhopal
AAJ KA HINDUSTAN,UPHIN/2010/33271,2010-08-11,Hindi,Weekly,FAHEEM AHMAD SIDDIQUI,FAHEEM AHMAD SIDDIQUI,Uttar Pradesh,Bara Banki
AAJ KA HYDERABAD,APURD/2009/28969,2009-09-18,Urdu,Daily,KHAJA HASSAN ALI,KHAJA HASSAN ALI,Andhra Pradesh,Hyderabad
AAJ KA INQALAB,KARURD/2012/42909,2012-06-13,Urdu,Daily,MOHAMED LIYAKHAT,NASEEMA BANU,Karnataka,Shimoga
AAJ KA JAISANA,RAJHIN/2014/56343,2014-07-30,Hindi,Fortnightly,GIRIRAJ N PUROHIT,GIRIRAJ N PUROHIT,Rajasthan,Jaisalmer
AAJ KA JANADESH,UPHIN/2011/40346,2012-01-10,Hindi,Fortnightly,PUSHP KUMAR JAIN,PUSHP KUMAR JAIN,Uttar Pradesh,Bulandshahr
AAJ KA KANPUR,UPHIN/2014/55306,2014-04-11,Hindi,Daily,MOHD IQBAL AHMAD,MOHD. IQBAL AHMAD,Uttar Pradesh,Kanpur Nagar
AAJ KA KANPUR,UPHIN/2011/52086,2013-09-18,Hindi,Weekly,MOHD IQBAL AHMAD,MOHD. IQBAL AHMAD,Uttar Pradesh,Kanpur Nagar
